,Call  Failure,Complains,Subscription  Length,Charge  Amount,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Customer Value,Churn,Average of use
2189,12,0,30,2,42,72,5,1,1,92.715,0,0.6711805555555556
2190,19,0,31,2,22,11,3,1,1,131.96,0,0.5220588235294118
2191,8,0,30,2,33,7,4,1,1,112.725,0,1.043859649122807
2192,18,0,29,2,31,17,2,1,1,212.895,0,0.6463414634146342
2193,10,0,29,2,20,27,3,1,1,226.4,0,0.8547619047619048
2194,10,0,22,2,40,18,3,1,1,243.8,0,0.980952380952381
2195,24,0,21,3,97,46,2,2,1,747.36,0,0.7508888888888889
2196,20,0,19,2,85,44,5,1,1,269.67,0,0.860925925925926
2197,16,0,20,5,43,23,3,2,1,302.88,0,0.9932098765432099
2198,10,0,13,3,227,14,3,1,1,1100.16,0,1.6173469387755102
2199,11,1,13,3,12,11,3,1,1,123.24,1,1.1029761904761906
2200,10,0,38,1,7,17,3,1,1,215.56,0,1.0394144144144144
2201,5,0,39,0,9,4,3,1,2,58.84,0,1.1729166666666666
2202,12,0,37,1,361,24,3,1,1,1554.44,0,0.7137566137566138
2203,12,0,38,1,7,35,1,1,1,286.66,0,1.0731884057971015
2204,5,0,38,1,7,33,2,1,1,152.955,0,0.7207650273224044
2205,13,0,38,1,34,28,3,1,1,300.2,0,0.788235294117647
2206,6,0,38,1,287,18,3,1,1,1253.88,0,1.0337301587301586
2207,15,0,37,2,146,43,3,1,1,963.36,0,1.2580645161290323
2208,9,0,38,1,7,44,3,1,1,595.6,0,1.3583333333333334
2209,9,0,38,1,7,25,3,1,1,221.84,0,0.9224806201550387
2210,8,0,38,1,9,12,3,1,1,286.44,0,1.0481292517006804
2211,11,0,38,0,10,17,3,1,2,141.6,0,0.7260233918128655
2212,27,0,38,3,56,32,3,1,1,848.52,0,1.1246345029239766
2213,6,0,38,1,485,8,3,1,1,2074.8,0,1.8555555555555554
2214,11,0,37,1,152,30,2,1,1,1400.175,0,1.4171171171171173
2215,5,0,37,1,188,26,3,1,1,1025.36,0,1.2631086142322099
2216,5,0,37,0,7,11,2,1,2,82.665,0,1.0980392156862746
2217,5,0,38,0,15,8,3,1,2,98.88,0,0.9362745098039216
2218,5,0,37,0,7,2,2,1,2,45.495,1,0.8472222222222222
2219,5,0,37,1,386,43,3,1,1,1859.32,0,0.993974358974359
2220,9,0,37,1,13,47,4,1,1,329.175,0,1.2430997876857748
2221,10,0,37,1,110,37,2,1,1,811.845,0,1.4878205128205129
2222,25,1,33,0,18,17,3,1,2,122.0,1,0.4
2223,23,0,36,8,7,42,5,1,1,172.14,0,1.8541666666666667
2224,15,0,36,1,28,24,2,1,1,403.38,0,1.0004950495049505
2225,5,0,34,1,7,14,3,1,1,152.4,0,2.0566666666666666
2226,11,0,35,0,11,16,3,1,2,175.16,1,1.2253787878787878
2227,11,1,36,0,36,31,3,1,2,246.4,1,0.8911347517730497
2228,5,0,36,0,7,2,3,1,2,40.44,1,0.8472222222222222
2229,5,0,36,1,7,6,4,1,1,66.025,0,1.1386904761904761
2230,5,0,33,1,16,22,5,1,1,130.95,0,1.1716666666666666
2231,5,0,36,0,11,4,4,1,2,49.575,1,1.455
2232,5,0,36,1,7,2,5,1,1,15.165,0,0.8472222222222222
2233,27,0,31,3,7,80,2,1,1,776.745,0,1.1286307053941909
2234,8,0,34,3,273,33,2,2,1,1558.305,0,1.0098039215686274
2235,5,0,36,1,7,28,3,1,1,189.92,0,0.7770588235294117
2236,5,0,35,0,40,20,3,1,2,238.28,0,0.677304964539007
2237,8,0,36,1,177,23,2,1,1,935.145,0,0.900297619047619
2238,6,0,27,1,195,11,2,2,1,949.455,0,0.6666666666666666
2239,6,0,26,1,32,68,4,1,1,126.375,0,0.7194444444444444
2240,13,0,27,0,12,7,3,1,2,86.92,0,0.5625
2241,5,0,26,0,23,3,4,1,2,84.575,0,1.3717948717948718
2242,12,0,25,1,21,13,2,1,1,162.225,0,0.7
2243,5,0,25,1,10,23,3,1,1,181.36,0,0.9036458333333334
2244,5,0,18,1,30,14,2,1,1,223.605,0,1.1149425287356323
2245,18,0,17,1,87,42,2,2,1,696.69,0,0.768287037037037
2246,14,0,15,1,75,40,5,1,1,252.78,0,0.8791187739463602
2247,10,0,16,3,33,19,3,1,1,257.84,0,1.0756944444444445
2248,5,0,9,1,217,10,3,1,1,1055.12,0,1.7965116279069768
2249,5,1,9,1,7,7,3,1,1,98.2,1,1.3128787878787878
2250,14,0,44,2,22,23,3,1,1,281.36,0,1.0031645569620253
2251,6,0,45,0,24,10,3,1,2,124.64,0,0.9012820512820513
2252,16,0,43,2,376,30,3,1,1,1620.24,0,0.6955882352941176
2253,16,0,44,2,18,41,1,1,1,355.135,0,1.0322072072072073
2254,9,0,44,2,19,39,2,1,1,213.48,0,0.7015151515151514
2255,17,0,44,3,49,34,3,1,1,366.0,0,0.7703703703703704
2256,10,0,44,2,302,24,4,1,1,824.8,0,0.973404255319149
2257,19,0,43,4,161,49,3,1,1,1029.16,0,1.227390180878553
2258,13,0,44,2,17,50,3,1,1,641.4,0,1.3331450094161958
2259,13,0,44,3,19,31,3,1,1,275.64,0,0.8974358974358975
2260,12,0,44,2,24,18,3,1,1,352.24,0,1.0199029126213592
2261,15,1,44,0,25,23,3,1,2,207.4,0,0.7051075268817205
2262,31,0,44,5,71,38,3,1,1,914.32,0,1.1105150214592274
2263,10,0,44,3,500,14,4,1,1,1337.875,0,1.6571428571428573
2264,15,0,43,2,167,36,2,1,1,1474.2,0,1.3921052631578947
2265,9,0,43,3,203,32,3,1,1,1091.16,0,1.2207446808510638
2266,6,0,43,0,17,17,2,1,2,134.19,0,0.9545454545454546
2267,8,0,44,0,30,14,3,1,2,164.68,0,0.8295454545454546
2268,6,0,43,0,17,6,2,1,2,94.185,1,0.8020833333333334
2269,9,0,43,2,401,49,3,1,1,1925.12,0,0.9744444444444446
2270,13,0,43,3,28,53,4,1,1,370.3,0,1.2191358024691359
2271,14,0,43,3,125,43,2,1,1,885.87,0,1.4263052208835343
2272,29,1,39,0,33,23,3,1,2,187.8,1,0.40606060606060607
2273,27,0,42,10,18,48,5,1,1,190.815,0,1.7854785478547857
2274,19,0,42,3,43,30,3,1,1,424.36,0,0.9753144654088051
2275,7,0,40,2,17,20,3,1,1,198.2,0,1.7916666666666667
2276,15,1,41,0,26,22,3,1,2,240.96,1,1.1479591836734695
2277,15,1,42,0,51,37,4,1,2,195.125,1,0.8503205128205129
2278,6,0,42,0,17,8,3,1,2,89.12,1,0.8633333333333333
2279,7,0,42,2,17,12,4,1,1,94.65,0,1.036868686868687
2280,9,0,39,3,31,28,5,1,1,155.625,0,1.138095238095238
2281,6,1,42,0,26,10,4,1,2,90.7,1,1.1255555555555554
2282,6,0,42,3,21,8,5,1,1,42.525,0,1.0041666666666667
2283,31,0,37,5,17,86,2,1,1,828.27,0,1.1151761517615175
2284,12,0,40,5,288,39,3,2,1,1450.96,0,0.9879032258064516
2285,8,0,42,2,19,34,3,1,1,243.72,0,0.7598148148148149
2286,9,1,41,0,55,26,4,1,2,190.05,0,0.657051282051282
2287,12,0,42,2,192,29,2,1,1,1009.17,0,0.8647540983606558
2288,10,0,33,3,210,17,3,2,1,909.76,0,0.6439393939393939
2289,10,0,32,2,47,74,5,1,1,100.5,0,0.6925531914893617
2290,17,0,33,0,27,13,3,1,2,152.72,0,0.5479797979797979
2291,6,0,32,0,38,9,4,1,2,125.7,0,1.1203703703703705
2292,16,0,31,2,36,19,2,1,1,236.25,0,0.6708333333333333
2293,8,0,31,2,25,29,3,1,1,247.16,0,0.8719806763285024
2294,8,0,24,2,45,20,3,1,1,264.56,0,1.0196078431372548
2295,22,0,23,3,102,48,2,2,1,770.715,0,0.7581655480984341
2296,18,0,21,2,90,46,5,1,1,277.455,0,0.8675977653631286
2297,14,0,22,5,48,25,3,2,1,323.64,0,1.018238993710692
2298,8,0,15,3,232,16,3,1,1,1120.92,0,1.657986111111111
2299,9,1,15,3,17,13,3,1,1,144.0,1,1.1561728395061728
2300,12,0,36,1,7,15,3,1,1,214.8,0,1.021111111111111
2301,5,0,37,0,7,2,3,1,2,40.44,0,0.8472222222222222
2302,14,0,35,1,356,22,3,1,1,1533.68,0,0.6973958333333333
2303,14,0,36,1,7,33,2,1,1,233.685,0,1.053095238095238
2304,7,0,36,1,7,31,2,1,1,152.1,0,0.703763440860215
2305,15,0,36,1,29,26,3,1,1,279.44,0,0.7751937984496124
2306,8,0,36,1,282,16,3,1,1,1233.12,0,1.001937984496124
2307,17,0,35,2,141,41,3,1,1,942.6,0,1.2453333333333332
2308,11,0,36,1,7,42,3,1,1,594.84,0,1.3485549132947978
2309,11,0,36,1,7,23,3,1,1,221.08,0,0.9080459770114943
2310,10,0,36,1,7,10,3,1,1,277.68,0,1.0341750841750843
2311,13,0,36,0,7,15,3,1,2,128.84,0,0.7077586206896551
2312,29,0,36,3,51,30,3,1,1,827.76,0,1.1182678311499272
2313,8,0,36,1,480,6,3,1,1,2054.04,0,1.7849462365591398
2314,13,0,35,1,147,28,2,1,1,1376.82,0,1.407706093189964
2315,7,0,35,1,183,24,3,1,1,1004.6,0,1.2453703703703702
2316,5,0,35,0,7,9,2,1,2,81.81,0,1.0185185185185184
2317,6,0,36,0,10,6,3,1,2,78.12,0,0.8657407407407408
2318,5,0,35,0,7,2,2,1,2,45.495,1,0.8472222222222222
2319,7,0,35,1,381,41,3,1,1,1838.56,0,0.9838422391857505
2320,11,0,35,1,8,45,4,1,1,316.2,0,1.2331223628691983
2321,12,0,35,1,105,35,2,1,1,788.49,0,1.4647679324894516
2322,27,1,31,0,13,15,3,1,2,101.24,1,0.38562091503267976
2323,25,0,34,8,7,40,5,1,1,171.855,0,1.831615120274914
2324,17,0,34,1,23,22,2,1,1,380.025,0,0.9874183006535948
2325,5,0,32,1,7,12,3,1,1,151.64,0,1.9647435897435899
2326,13,1,33,0,7,14,3,1,2,158.4,1,1.1907407407407409
2327,13,1,34,0,31,29,3,1,2,225.64,1,0.865625
2328,5,0,34,0,7,2,3,1,2,40.44,1,0.8472222222222222
2329,5,0,34,1,7,4,4,1,1,65.55,0,1.0879310344827586
2330,7,0,31,1,11,20,5,1,1,123.165,0,1.1567656765676566
2331,5,0,34,0,7,2,4,1,2,25.275,1,0.8472222222222222
2332,5,0,34,1,7,2,5,1,1,15.165,0,0.8472222222222222
2333,29,0,29,3,7,78,2,1,1,775.89,0,1.1225895316804408
2334,10,0,32,3,268,31,3,2,1,1364.4,0,0.9986111111111111
2335,6,0,34,1,7,26,3,1,1,189.16,0,0.7641472868217054
2336,7,0,33,0,35,18,3,1,2,217.52,0,0.65625
2337,10,0,34,1,172,21,2,1,1,911.79,0,0.8786549707602339
2338,8,0,25,1,190,9,3,2,1,823.2,0,0.6416666666666667
2339,8,0,24,1,27,66,4,1,1,113.4,0,0.6949612403100776
2340,15,0,25,0,7,5,3,1,2,66.16,0,0.5316091954022988
2341,5,0,24,0,18,2,4,1,2,52.775,0,0.8472222222222222
2342,14,0,23,1,16,11,2,1,1,138.87,0,0.6712962962962963
2343,6,0,23,1,7,21,3,1,1,168.6,0,0.8846153846153846
2344,6,0,16,1,25,12,2,1,1,200.25,0,1.0666666666666667
2345,20,0,15,1,82,40,2,2,1,673.335,0,0.7606896551724138
2346,16,0,13,1,70,38,5,1,1,244.995,0,0.8721904761904762
2347,12,0,14,3,28,17,3,1,1,237.08,0,1.046938775510204
2348,6,0,7,1,212,8,3,1,1,1034.36,0,1.7481060606060608
2349,7,1,7,1,7,5,3,1,1,97.44,1,1.241304347826087
2350,18,0,46,2,27,25,3,1,1,308.88,0,0.9454022988505747
2351,10,0,47,0,29,12,3,1,2,152.16,0,0.7007936507936507
2352,20,0,45,2,381,32,3,1,1,1647.76,0,0.6618421052631579
2353,20,0,46,2,23,43,1,1,1,392.975,0,0.968089430894309
2354,13,0,46,2,24,41,2,1,1,244.44,0,0.6662162162162162
2355,21,0,46,3,54,36,3,1,1,393.52,0,0.738095238095238
2356,14,0,46,2,307,26,4,1,1,842.0,0,0.8863636363636364
2357,23,0,45,4,166,51,3,1,1,1056.68,0,1.1776155717761558
2358,17,0,46,2,22,52,3,1,1,668.92,0,1.2917117117117116
2359,17,0,46,3,24,33,4,1,1,189.475,0,0.8552188552188552
2360,16,0,46,2,29,20,3,1,1,379.76,0,0.9734234234234234
2361,19,0,46,0,30,25,4,1,2,146.825,0,0.6673809523809524
2362,35,0,46,5,76,40,3,1,1,941.84,0,1.0860995850622406
2363,14,0,46,3,505,16,4,1,1,1355.075,0,1.4186046511627908
2364,19,0,45,2,172,38,2,1,1,1505.16,0,1.351010101010101
2365,13,0,45,3,208,34,4,1,1,699.175,0,1.1544117647058822
2366,10,0,45,0,22,19,3,1,2,146.8,0,0.8
2367,12,0,46,0,35,16,3,1,2,192.2,0,0.7083333333333334
2368,10,0,45,0,22,8,3,1,2,111.24,1,0.5885416666666666
2369,13,0,45,2,406,51,3,1,1,1952.64,0,0.940909090909091
2370,17,0,45,3,33,55,4,1,1,387.5,0,1.1794117647058824
2371,18,0,45,3,130,45,2,1,1,916.83,0,1.333882783882784
2372,33,1,41,0,38,25,3,1,2,215.32,1,0.4021164021164021
2373,31,0,44,10,23,50,5,1,1,201.135,0,1.6819571865443426
2374,23,0,44,3,48,32,3,1,1,451.88,0,0.933187134502924
2375,11,0,42,2,22,22,4,1,1,141.075,0,1.493421052631579
2376,19,1,43,0,31,24,3,1,2,268.48,1,1.0394736842105263
2377,19,1,44,0,56,39,4,1,2,212.325,1,0.7869444444444444
2378,10,0,44,0,22,10,3,1,2,116.64,1,0.6462962962962963
2379,11,0,44,2,22,14,4,1,1,111.85,0,0.9077235772357723
2380,13,0,41,3,36,30,5,1,1,165.945,0,1.084070796460177
2381,10,1,44,0,31,12,4,1,2,107.9,1,0.8644927536231883
2382,10,0,44,3,26,10,5,1,1,52.845,0,0.7525000000000001
2383,35,0,39,5,22,88,2,2,1,859.23,0,1.0918635170603674
2384,16,1,42,5,293,41,3,2,1,1478.48,0,0.9507575757575758
2385,12,0,44,2,24,36,3,1,1,271.24,0,0.7284013605442178
2386,13,0,43,0,60,28,4,1,2,207.25,0,0.6194444444444444
2387,16,0,44,2,197,31,2,1,1,1040.13,0,0.8079710144927537
2388,14,0,35,3,215,19,3,2,1,937.28,0,0.6025641025641025
2389,14,0,34,2,52,76,5,1,1,110.82,0,0.6463636363636364
2390,21,0,35,0,32,15,3,1,2,180.24,0,0.5142276422764227
2391,10,0,34,0,43,11,4,1,2,142.9,0,0.8910256410256411
2392,20,0,33,2,41,21,2,1,1,267.21,0,0.6215277777777778
2393,12,0,33,2,30,31,4,1,1,171.675,0,0.8203463203463203
2394,12,0,26,2,50,22,3,1,1,292.08,0,0.8968253968253967
2395,26,0,25,3,107,50,2,2,1,801.675,0,0.7386411889596604
2396,22,0,23,2,95,48,5,1,1,287.775,0,0.846524064171123
2397,18,0,24,5,53,27,4,2,1,219.475,0,0.9338797814207651
2398,12,0,17,3,237,18,3,1,1,1148.44,0,1.474702380952381
2399,13,0,17,3,22,15,3,1,1,171.52,1,0.9776190476190477
2400,8,0,34,1,7,13,3,1,1,207.28,0,1.0982587064676617
2401,5,0,35,0,7,2,2,1,2,45.495,0,0.8472222222222222
2402,10,0,33,1,351,20,3,1,1,1506.16,0,0.743452380952381
2403,10,0,34,1,7,31,2,1,1,225.225,0,1.1405913978494624
2404,5,0,34,1,7,29,1,1,1,175.56,0,0.7524691358024691
2405,11,0,34,1,24,24,3,1,1,251.92,0,0.8162393162393162
2406,5,0,34,1,277,14,3,1,1,1205.6,0,1.1452380952380954
2407,13,0,33,2,136,39,3,1,1,915.08,0,1.3048433048433048
2408,7,0,34,1,7,40,3,1,1,587.32,0,1.3957575757575758
2409,7,0,34,1,7,21,3,1,1,213.56,0,0.9620253164556962
2410,6,0,34,1,7,8,3,1,1,270.16,0,1.0921245421245422
2411,9,0,34,0,7,13,3,1,2,121.32,0,0.7609999999999999
2412,25,0,34,3,46,28,3,1,1,800.24,0,1.1451734539969836
2413,5,0,34,1,475,4,3,1,1,2026.52,0,2.2753623188405796
2414,9,0,33,1,142,26,2,1,1,1345.86,0,1.4541198501872659
2415,5,0,33,1,178,22,3,1,1,977.08,0,1.3302845528455285
2416,5,0,33,0,7,7,2,1,2,73.35,0,1.5333333333333334
2417,5,0,34,0,7,4,3,1,2,58.6,0,1.2583333333333333
2418,5,0,33,0,7,2,2,1,2,45.495,1,0.8472222222222222
2419,5,0,33,1,376,39,2,1,1,2037.42,0,1.0234417344173443
2420,7,0,33,1,7,43,4,1,1,309.0,0,1.278888888888889
2421,8,0,33,1,100,33,2,1,1,757.53,0,1.5875586854460093
2422,23,0,29,0,8,13,2,1,2,82.935,1,0.3875968992248062
2423,21,0,32,8,7,38,5,1,1,169.035,0,1.9625468164794007
2424,13,0,32,1,18,20,2,1,1,349.065,1,1.0395390070921986
2425,5,0,30,1,7,10,3,1,1,144.12,0,2.6712962962962963
2426,9,0,31,0,7,12,3,1,2,150.88,1,1.3671171171171173
2427,9,1,32,0,26,27,3,1,2,198.12,1,0.9637499999999999
2428,5,0,32,0,7,2,3,1,2,40.44,1,0.8472222222222222
2429,5,0,32,1,7,2,3,1,1,40.44,0,0.8472222222222222
2430,5,0,29,1,7,18,5,1,1,114.345,0,1.2240143369175627
2431,5,0,32,0,7,2,4,1,2,25.275,1,0.8472222222222222
2432,5,0,32,1,7,2,5,1,1,15.165,1,0.8472222222222222
2433,25,0,27,3,7,76,2,1,1,767.43,0,1.1481481481481481
2434,6,0,30,3,263,29,2,2,1,1503.99,0,1.0431547619047619
2435,5,0,32,1,7,24,2,1,1,204.345,0,0.8040598290598291
2436,5,0,31,0,30,16,3,1,2,190.0,0,0.7125
2437,6,0,32,1,167,19,2,1,1,880.83,0,0.9608843537414966
2438,5,0,23,1,185,7,2,2,1,895.14,0,0.7083333333333334
2439,5,0,22,1,22,64,4,1,1,96.2,0,0.768095238095238
2440,11,0,23,0,7,3,2,1,2,65.97,0,0.5912698412698413
2441,5,0,22,0,13,2,4,1,2,40.275,0,0.8472222222222222
2442,10,0,21,1,11,9,2,1,1,107.91,0,0.755952380952381
2443,5,0,21,1,7,19,3,1,1,161.08,0,0.956140350877193
2444,5,0,14,1,20,10,2,1,1,169.29,0,1.3181818181818181
2445,16,0,13,1,77,38,2,2,1,642.375,0,0.7832116788321167
2446,12,0,11,1,65,36,4,1,1,391.125,0,0.896007984031936
2447,8,0,12,3,23,15,3,1,1,209.56,0,1.1780487804878048
2448,5,0,5,1,207,6,3,1,1,1006.84,0,2.053240740740741
2449,5,1,5,0,7,3,3,1,1,89.92,1,1.7033333333333334
2450,15,0,43,1,23,24,3,1,1,289.6,0,0.9519607843137255
2451,7,0,44,0,25,11,3,1,2,132.88,0,0.7043859649122807
2452,17,0,42,1,377,31,3,1,1,1628.48,0,0.6617117117117117
2453,17,0,43,1,19,42,1,1,1,366.465,0,0.975625
2454,10,0,43,1,20,40,2,1,1,222.75,0,0.6662037037037037
2455,18,0,43,2,50,35,3,1,1,374.24,0,0.7395833333333334
2456,11,0,43,1,303,25,3,1,1,1327.92,0,0.8946540880503144
2457,20,0,42,3,162,50,3,1,1,1037.4,0,1.1851851851851851
2458,14,0,43,1,18,51,3,1,1,649.64,0,1.2985428051001822
2459,14,0,43,2,20,32,3,1,1,283.88,0,0.8591065292096219
2460,13,0,43,1,25,19,3,1,1,360.48,0,0.9790519877675841
2461,16,1,43,0,26,24,3,1,2,215.64,0,0.6674019607843137
2462,32,0,43,4,72,39,3,1,1,922.56,0,1.0896094839609485
2463,11,0,43,2,501,15,3,1,1,2148.84,0,1.4552845528455285
2464,16,0,42,1,168,37,2,1,1,1483.47,0,1.3579931972789117
2465,10,0,42,2,204,33,3,1,1,1099.4,0,1.1641666666666668
2466,7,0,42,0,18,18,2,1,2,143.46,0,0.8095238095238095
2467,9,0,43,0,31,15,3,1,2,172.92,0,0.7113095238095238
2468,7,0,42,0,18,7,2,1,2,103.455,1,0.5773809523809524
2469,10,0,42,1,402,50,3,1,1,1933.36,0,0.9447990543735225
2470,14,0,42,2,29,54,4,1,1,375.45,0,1.185515873015873
2471,15,0,42,2,126,44,2,1,1,895.14,0,1.348876404494382
2472,30,0,38,0,34,24,3,1,2,196.04,1,0.39344262295081966
2473,28,0,41,9,19,49,5,2,1,193.905,0,1.7009345794392523
2474,20,0,41,2,44,31,2,1,1,486.675,0,0.9379464285714285
2475,8,0,39,1,18,21,3,1,1,206.44,0,1.5393518518518519
2476,16,1,40,0,27,23,3,1,2,249.2,1,1.053030303030303
2477,16,1,41,0,52,38,4,1,2,200.275,1,0.7910919540229885
2478,7,1,41,0,18,9,3,1,2,97.36,1,0.64375
2479,8,0,41,1,18,13,4,1,1,99.8,0,0.92008547008547
2480,10,0,38,2,32,29,5,1,1,158.715,0,1.0915915915915917
2481,7,0,41,0,27,11,4,1,2,95.85,1,0.8833333333333334
2482,7,0,41,2,22,9,5,1,1,45.615,0,0.7620370370370371
2483,32,1,36,4,18,87,2,2,1,837.54,0,1.0952380952380953
2484,13,0,39,4,289,40,3,2,1,1459.2,0,0.9551282051282052
2485,9,0,41,1,20,35,3,1,1,251.96,0,0.7296874999999999
2486,10,0,40,0,56,27,3,1,2,312.32,0,0.617816091954023
2487,13,0,41,1,193,30,2,1,1,1018.44,0,0.8121890547263682
2488,11,0,32,2,211,18,3,2,1,918.0,0,0.6
2489,11,0,31,1,48,75,5,1,1,103.59,0,0.6455974842767296
2490,18,0,32,0,28,14,3,1,2,160.96,0,0.5064102564102564
2491,7,0,31,0,39,10,4,1,2,130.85,0,0.9097222222222222
2492,17,0,30,1,37,20,2,1,1,245.52,0,0.6195652173913043
2493,9,0,30,1,26,30,3,1,1,255.4,0,0.8244444444444444
2494,9,0,23,1,46,21,3,1,1,272.8,0,0.9083333333333334
2495,23,0,22,2,103,49,2,2,1,779.985,0,0.7395698924731183
2496,19,0,20,1,91,47,5,1,1,280.545,0,0.8484684684684685
2497,15,0,21,4,49,26,3,1,1,331.88,0,0.9429378531073446
2498,9,0,14,2,233,17,3,1,1,1129.16,0,1.5046296296296295
2499,10,0,14,2,18,14,3,1,1,152.24,1,0.9964646464646465
2500,11,0,37,1,7,14,3,1,1,210.56,0,1.0857487922705316
2501,5,0,38,0,7,2,3,1,2,40.44,0,0.8472222222222222
2502,13,0,36,1,355,21,3,1,1,1525.44,0,0.7408045977011495
2503,13,0,37,1,7,32,1,1,1,279.785,0,1.12578125
2504,6,0,37,1,7,30,2,1,1,147.33,0,0.7494047619047619
2505,14,0,37,2,28,25,3,1,1,271.2,0,0.8125
2506,7,0,37,1,281,15,3,1,1,1224.88,0,1.1193693693693694
2507,16,0,36,3,140,40,3,1,1,934.36,0,1.2941176470588236
2508,10,0,37,1,7,41,3,1,1,590.6,0,1.3870259481037923
2509,10,0,37,2,7,22,3,1,1,216.84,0,0.9547325102880658
2510,9,0,37,1,7,9,3,1,1,273.44,0,1.0829749103942652
2511,12,0,37,0,7,14,3,1,2,124.6,0,0.7573717948717948
2512,28,0,37,4,50,29,3,2,1,819.52,0,1.140881913303438
2513,7,0,37,2,479,5,3,1,1,2045.8,0,2.1466666666666665
2514,12,0,36,1,146,27,2,1,1,1367.55,0,1.4453703703703704
2515,6,0,36,2,182,23,3,1,1,996.36,0,1.314484126984127
2516,5,0,36,0,7,8,2,1,2,77.04,0,1.388888888888889
2517,5,0,37,0,9,5,3,1,2,69.88,0,1.159722222222222
2518,5,0,36,0,7,2,2,1,2,45.495,1,0.8472222222222222
2519,6,0,36,1,380,40,3,1,1,1830.32,0,1.0177333333333334
2520,10,0,36,2,7,44,4,1,1,311.05,0,1.2708333333333333
2521,11,0,36,2,104,34,2,1,1,779.22,0,1.5623287671232877
2522,26,1,32,0,12,14,3,1,2,93.0,1,0.4
2523,24,0,35,9,7,39,5,1,1,170.265,0,1.934065934065934
2524,16,0,35,2,22,21,2,1,1,370.755,1,1.0317708333333333
2525,5,0,33,1,7,11,3,1,1,147.4,0,2.470833333333333
2526,12,1,34,0,7,13,3,1,2,154.16,1,1.3311965811965811
2527,12,0,35,0,30,28,4,1,2,135.875,1,0.9496031746031746
2528,5,1,35,0,7,2,3,1,2,40.44,1,0.8472222222222222
2529,5,0,35,1,7,3,4,1,1,62.9,0,1.2992753623188407
2530,6,0,32,2,10,19,5,1,1,120.075,0,1.212280701754386
2531,5,0,35,0,7,2,4,1,2,25.275,1,0.8472222222222222
2532,5,0,35,1,7,2,5,1,1,15.165,0,0.8472222222222222
2533,28,0,30,4,7,77,2,2,1,771.12,0,1.1440677966101696
2534,9,0,33,4,267,30,3,2,1,1356.16,0,1.0365497076023393
2535,5,0,35,1,7,25,3,1,1,184.92,0,0.8006249999999999
2536,6,0,34,0,34,17,3,1,2,209.28,0,0.7103174603174602
2537,9,0,35,1,171,20,2,1,1,902.52,0,0.9493464052287581
2538,7,0,26,2,189,8,3,2,1,814.96,0,0.7058823529411765
2539,7,0,25,1,26,65,5,1,1,64.95,0,0.7626126126126126
2540,14,0,26,0,7,4,3,1,2,61.92,0,0.5978260869565217
2541,5,0,25,0,17,2,4,1,2,50.275,0,0.8472222222222222
2542,13,0,24,1,15,10,2,1,1,129.6,0,0.75
2543,5,0,24,1,7,20,3,1,1,164.36,0,0.9463276836158192
2544,5,0,17,1,24,11,3,1,1,169.76,0,1.2638888888888888
2545,19,0,16,2,81,39,2,2,1,664.065,0,0.7815347721822542
2546,15,0,14,1,69,37,5,1,1,241.905,0,0.893293885601578
2547,11,0,15,4,27,16,3,1,1,228.84,0,1.1542635658914728
2548,5,0,8,2,211,7,3,1,1,1026.12,0,1.980263157894737
2549,6,1,8,2,7,4,3,1,1,93.2,1,1.5813725490196078
2550,17,0,40,3,33,34,3,1,1,346.48,0,1.010536398467433
2551,9,0,41,0,35,21,3,1,2,189.76,0,0.9706349206349206
2552,19,0,39,3,387,41,3,1,1,1685.36,0,0.7364035087719298
2553,19,0,40,3,29,52,1,1,1,444.675,0,1.0371951219512194
2554,12,0,40,3,30,50,2,1,1,286.74,0,0.7427927927927929
2555,20,0,40,4,60,45,3,1,1,431.12,0,0.7959183673469388
2556,13,0,40,3,313,35,4,1,1,865.5,0,0.9893939393939394
2557,22,1,39,5,172,60,3,1,1,1094.28,0,1.218978102189781
2558,16,0,40,3,28,61,3,1,1,706.52,0,1.3223423423423424
2559,16,0,40,4,30,42,3,1,1,340.76,0,0.9124579124579124
2560,15,0,40,3,35,29,3,1,1,417.36,0,1.0244744744744745
2561,18,0,40,0,36,34,3,1,2,272.52,0,0.7483333333333333
2562,34,1,40,6,82,49,3,2,1,979.44,0,1.109612724757953
2563,13,0,40,4,511,25,4,1,1,1378.575,0,1.550387596899225
2564,18,0,39,3,178,47,2,1,1,1547.46,0,1.3796296296296298
2565,12,0,39,4,214,43,3,1,1,1156.28,0,1.209967320261438
2566,9,0,39,0,28,28,2,1,2,207.45,0,0.9888888888888889
2567,11,0,40,0,41,25,3,1,2,229.8,0,0.8972222222222223
2568,9,1,39,0,28,17,2,1,2,167.445,1,0.9427083333333334
2569,12,0,39,3,412,60,3,1,1,1990.24,0,0.9805361305361305
2570,16,0,39,4,39,64,4,1,1,411.0,0,1.2127450980392156
2571,17,0,39,4,136,54,2,2,1,959.13,0,1.396153846153846
2572,32,1,35,0,44,34,3,1,2,252.92,1,0.49206349206349204
2573,30,0,38,1,29,59,5,1,1,215.235,0,1.7339449541284404
2574,22,0,38,4,54,41,3,1,1,489.48,0,0.9828947368421053
2575,10,0,36,3,28,31,3,1,1,263.32,0,1.6425438596491226
2576,18,1,37,0,37,33,3,1,2,306.08,1,1.138888888888889
